filename,Pose,ki,Keypoint,coordinates,score
./images/multi_skiing.jpg,1,5,leftShoulder,[260.1613512  333.49418259],0.9057878255844116
./images/multi_skiing.jpg,1,6,rightShoulder,[265.50611782 250.48251438],0.9786989688873291
./images/multi_skiing.jpg,1,7,leftElbow,[329.27065468 361.11269093],0.8298895359039307
./images/multi_skiing.jpg,1,8,rightElbow,[330.8723793  234.70512295],0.7196096777915955
./images/multi_skiing.jpg,1,9,leftWrist,[327.57485247 402.53339863],0.8426615595817566
./images/multi_skiing.jpg,1,10,rightWrist,[314.90776491 189.91852617],0.720106303691864
./images/multi_skiing.jpg,1,11,leftHip,[397.6683712  325.18186569],0.07791420817375183
./images/multi_skiing.jpg,1,12,rightHip,[394.1746192  265.91555929],0.23089130222797394
./images/multi_skiing.jpg,1,13,leftKnee,[495.76309586 344.66999531],0.053978968411684036
./images/multi_skiing.jpg,1,14,rightKnee,[493.1186142 252.3308785],0.01665044203400612
./images/multi_skiing.jpg,1,15,leftAnkle,[522.30996132 352.01407514],0.0779801607131958
./images/multi_skiing.jpg,1,16,rightAnkle,[520.08162689 211.20952225],0.09167435765266418
./images/multi_skiing.jpg,2,0,nose,[150.84176826 499.98510861],0.38318970799446106
./images/multi_skiing.jpg,2,1,leftEye,[146.66718292 495.29057205],0.12551312148571014
./images/multi_skiing.jpg,2,2,rightEye,[146.9491365  499.50778031],0.4478067457675934
./images/multi_skiing.jpg,2,3,leftEar,[143.82574463 483.99460888],0.36386266350746155
./images/multi_skiing.jpg,2,4,rightEar,[148.43768787 496.71295512],0.8426104187965393
./images/multi_skiing.jpg,2,5,leftShoulder,[160.83837438 472.95936441],0.9681942462921143
./images/multi_skiing.jpg,2,6,rightShoulder,[164.01388741 497.524966  ],0.8338871002197266
./images/multi_skiing.jpg,2,7,leftElbow,[180.17464542 467.74656749],0.6610193252563477
./images/multi_skiing.jpg,2,8,rightElbow,[178.89529037 500.30420113],0.9332339763641357
./images/multi_skiing.jpg,2,9,leftWrist,[200.68404007 471.47578049],0.19479526579380035
./images/multi_skiing.jpg,2,10,rightWrist,[193.28044164 502.78494453],0.9382763504981995
./images/multi_skiing.jpg,2,11,leftHip,[201.34470034 475.58749962],0.7238474488258362
./images/multi_skiing.jpg,2,12,rightHip,[197.86171103 494.2013607 ],0.9157288074493408
./images/multi_skiing.jpg,2,13,leftKnee,[230.12217236 478.11524677],0.8425753712654114
./images/multi_skiing.jpg,2,14,rightKnee,[226.27905273 489.09010315],0.9949380159378052
./images/multi_skiing.jpg,2,15,leftAnkle,[257.0842905  473.39224529],0.5930323600769043
./images/multi_skiing.jpg,2,16,rightAnkle,[255.28615749 487.53256416],0.9534828066825867
./images/multi_skiing.jpg,3,0,nose,[170.80770731 378.88696861],0.535327672958374
./images/multi_skiing.jpg,3,1,leftEye,[166.24742413 378.68962383],0.6192077398300171
./images/multi_skiing.jpg,3,2,rightEye,[166.6596365  375.47226906],0.7041646838188171
./images/multi_skiing.jpg,3,3,leftEar,[168.89408207 382.77306259],0.44476473331451416
./images/multi_skiing.jpg,3,4,rightEar,[167.87369347 375.03530598],0.28156769275665283
./images/multi_skiing.jpg,3,5,leftShoulder,[183.93523979 382.5265491 ],0.4198271930217743
./images/multi_skiing.jpg,3,6,rightShoulder,[178.16574693 373.56040668],0.8384839296340942
./images/multi_skiing.jpg,3,7,leftElbow,[190.46892416 389.8677187 ],0.7085568904876709
./images/multi_skiing.jpg,3,8,rightElbow,[188.02192688 366.75130844],0.5327094793319702
./images/multi_skiing.jpg,3,9,leftWrist,[180.87243509 384.2868576 ],0.04762658476829529
./images/multi_skiing.jpg,3,10,rightWrist,[188.47704482 367.65882817],0.6980600357055664
./images/multi_skiing.jpg,3,11,leftHip,[204.76064777 382.52969801],0.9211981296539307
./images/multi_skiing.jpg,3,12,rightHip,[204.65560985 371.38860798],0.7063341736793518
./images/multi_skiing.jpg,3,13,leftKnee,[224.89199787 381.37613869],0.6402660608291626
./images/multi_skiing.jpg,3,14,rightKnee,[225.95939445 372.67586708],0.538123607635498
./images/multi_skiing.jpg,3,15,leftAnkle,[249.75347137 379.96458387],0.7802854776382446
./images/multi_skiing.jpg,3,16,rightAnkle,[239.74305916 372.01774025],0.44699782133102417
./images/fire_hydrant.jpg,0,0,nose,[128.42582291 249.66223526],0.9972260594367981
./images/fire_hydrant.jpg,0,1,leftEye,[112.55389309 272.43883297],0.975695788860321
./images/fire_hydrant.jpg,0,2,rightEye,[101.44784403 234.52619553],0.998229444026947
./images/fire_hydrant.jpg,0,3,leftEar,[119.91714382 290.14894319],0.521544337272644
./images/fire_hydrant.jpg,0,4,rightEar,[ 97.31290627 201.52737522],0.8837800621986389
./images/fire_hydrant.jpg,0,5,leftShoulder,[170.96279716 261.17500591],0.015181169845163822
./images/fire_hydrant.jpg,0,6,rightShoulder,[181.26842308 155.94592476],0.09446103870868683
./images/fire_hydrant.jpg,0,7,leftElbow,[213.61804962 328.49150467],0.005090717226266861
./images/fire_hydrant.jpg,0,8,rightElbow,[315.44709396 235.93744183],0.8715283870697021
./images/fire_hydrant.jpg,0,9,leftWrist,[232.36699629 329.07814312],0.7024766802787781
./images/fire_hydrant.jpg,0,10,rightWrist,[239.79278329 309.73840523],0.02745005302131176
./images/fire_hydrant.jpg,0,11,leftHip,[317.26775146 237.58308244],0.034863121807575226
./images/fire_hydrant.jpg,0,12,rightHip,[348.77152824 176.11302567],0.019477704539895058
./images/fire_hydrant.jpg,0,13,leftKnee,[309.65759325 283.77479362],0.007901966571807861
./images/fire_hydrant.jpg,0,14,rightKnee,[320.25545502 243.42497587],0.022571740671992302
./images/fire_hydrant.jpg,0,15,leftAnkle,[378.14390755 296.61534786],0.06319037079811096
./images/fire_hydrant.jpg,0,16,rightAnkle,[331.44373035 275.72943425],0.0018413863144814968
./images/frisbee_2.jpg,0,0,nose,[160.78008336 243.27814078],0.9859358072280884
./images/frisbee_2.jpg,0,1,leftEye,[158.19230616 244.92993307],0.8851588368415833
./images/frisbee_2.jpg,0,2,rightEye,[157.42300963 240.06288435],0.9789844155311584
./images/frisbee_2.jpg,0,3,leftEar,[161.05599582 245.08383703],0.4043206572532654
./images/frisbee_2.jpg,0,4,rightEar,[158.58436382 231.11603928],0.9085188508033752
./images/frisbee_2.jpg,0,5,leftShoulder,[175.73833326 240.31908831],0.9900808930397034
./images/frisbee_2.jpg,0,6,rightShoulder,[173.88246536 230.55407095],0.9535952806472778
./images/frisbee_2.jpg,0,7,leftElbow,[185.18645287 245.72221136],0.8502364754676819
./images/frisbee_2.jpg,0,8,rightElbow,[187.02788734 236.05222559],0.8555136919021606
./images/frisbee_2.jpg,0,9,leftWrist,[190.08240318 259.19101596],0.6318380236625671
./images/frisbee_2.jpg,0,10,rightWrist,[185.07738781 243.44852161],0.61798095703125
./images/frisbee_2.jpg,0,11,leftHip,[222.98661149 232.20323086],0.990261971950531
./images/frisbee_2.jpg,0,12,rightHip,[222.19708955 222.38090241],0.994220495223999
./images/frisbee_2.jpg,0,13,leftKnee,[261.79033899 230.22028399],0.9470648765563965
./images/frisbee_2.jpg,0,14,rightKnee,[261.60283852 219.41446018],0.965427577495575
./images/frisbee_2.jpg,0,15,leftAnkle,[301.40707755 222.63895035],0.9256187677383423
./images/frisbee_2.jpg,0,16,rightAnkle,[299.9499836  221.05167174],0.8799070715904236
./images/boy_doughnut.jpg,0,0,nose,[125.42999005 258.25618386],0.9982895255088806
./images/boy_doughnut.jpg,0,1,leftEye,[ 94.46827507 290.01958323],0.977612316608429
./images/boy_doughnut.jpg,0,2,rightEye,[ 88.59360838 226.6753552 ],0.998816728591919
./images/boy_doughnut.jpg,0,3,leftEar,[124.02937341 328.55193996],0.9460926651954651
./images/boy_doughnut.jpg,0,4,rightEar,[106.55671024 182.97168732],0.6745405197143555
./images/boy_doughnut.jpg,0,5,leftShoulder,[250.97103691 337.32568359],0.1356937736272812
./images/boy_doughnut.jpg,0,6,rightShoulder,[242.32510662 138.94191408],0.5493467450141907
./images/boy_doughnut.jpg,0,7,leftElbow,[435.43844795 368.11702824],0.0007955267210491002
./images/boy_doughnut.jpg,0,8,rightElbow,[488.74682236 127.00448149],0.42560771107673645
./images/boy_doughnut.jpg,0,9,leftWrist,[334.99786675 340.94989872],0.10592640936374664
./images/boy_doughnut.jpg,0,10,rightWrist,[340.40899658 272.75282288],0.09243089705705643
./images/boy_doughnut.jpg,0,11,leftHip,[529.64506531 309.59225512],0.0400320440530777
./images/boy_doughnut.jpg,0,12,rightHip,[519.32762146 160.82939804],0.02009578049182892
./images/boy_doughnut.jpg,0,13,leftKnee,[522.58630753 316.66598558],0.006453713867813349
./images/boy_doughnut.jpg,0,14,rightKnee,[507.87858391 188.7563138 ],0.000709948071744293
./images/boy_doughnut.jpg,0,15,leftAnkle,[517.15174246 304.93204427],0.002127482322975993
./images/boy_doughnut.jpg,0,16,rightAnkle,[503.60861778 193.80928481],0.0008207728387787938
./images/on_bus.jpg,0,0,nose,[130.00638795  15.1358059 ],0.9957261085510254
./images/on_bus.jpg,0,1,leftEye,[114.66838694  29.10594797],0.9966731071472168
./images/on_bus.jpg,0,2,rightEye,[117.7596426    3.33184528],0.7809576988220215
./images/on_bus.jpg,0,3,leftEar,[130.46558213  59.12215042],0.9333668947219849
./images/on_bus.jpg,0,4,rightEar,[130.91821432  -3.33178854],0.12011866271495819
./images/on_bus.jpg,0,5,leftShoulder,[213.46894073  99.59932184],0.9673723578453064
./images/on_bus.jpg,0,6,rightShoulder,[202.20136881 -11.90343952],0.4433608055114746
./images/on_bus.jpg,0,7,leftElbow,[322.84621429 127.25126636],0.04753626883029938
./images/on_bus.jpg,0,8,rightElbow,[286.54497671 -12.8713789 ],0.04120751842856407
./images/on_bus.jpg,0,9,leftWrist,[348.67282867 113.44046938],0.008455031551420689
./images/on_bus.jpg,0,10,rightWrist,[304.16921249  15.22175139],0.047292307019233704
./images/on_bus.jpg,0,11,leftHip,[419.02350068  78.02245307],5.658485315507278e-05
./images/on_bus.jpg,0,12,rightHip,[370.74828815  -3.98944998],0.0019613795448094606
./images/on_bus.jpg,0,13,leftKnee,[511.14232248  96.73432368],0.00014756846940144897
./images/on_bus.jpg,0,14,rightKnee,[ 4.25483224e+02 -2.34493271e-01],8.96980709512718e-05
./images/on_bus.jpg,0,15,leftAnkle,[506.53550386  95.55088934],0.000251153513090685
./images/on_bus.jpg,0,16,rightAnkle,[506.75257063  12.9889946 ],0.00017793862207327038
./images/on_bus.jpg,1,0,nose,[ 86.78319073 397.44840431],0.9912137389183044
./images/on_bus.jpg,1,1,leftEye,[ 64.92668629 395.34525299],0.9245373010635376
./images/on_bus.jpg,1,2,rightEye,[ 70.80898476 373.03695107],0.7740622162818909
./images/on_bus.jpg,1,3,leftEar,[ 74.59357166 395.53900433],0.009448237717151642
./images/on_bus.jpg,1,4,rightEar,[ 86.07017374 319.09180486],0.9726482629776001
./images/on_bus.jpg,1,5,leftShoulder,[187.63643074 401.89230728],0.05756440386176109
./images/on_bus.jpg,1,6,rightShoulder,[188.1872468  281.74044418],0.04485555365681648
./images/on_bus.jpg,1,7,leftElbow,[355.98988271 406.88744402],0.028539272025227547
./images/on_bus.jpg,1,8,rightElbow,[341.49015188 252.5443027 ],0.7837480902671814
./images/on_bus.jpg,1,9,leftWrist,[345.78463507 312.61338329],0.0056658959947526455
./images/on_bus.jpg,1,10,rightWrist,[229.57891655 336.20757484],0.02074453793466091
./images/on_bus.jpg,1,11,leftHip,[462.83444428 369.06900859],0.0015713635366410017
./images/on_bus.jpg,1,12,rightHip,[447.16414124 310.18937969],0.03346920385956764
./images/on_bus.jpg,1,13,leftKnee,[505.58446932 385.68351829],0.006449355278164148
./images/on_bus.jpg,1,14,rightKnee,[479.54541996 369.21870136],0.010960259474813938
./images/on_bus.jpg,1,15,leftAnkle,[509.76948905 383.21264017],0.015539409592747688
./images/on_bus.jpg,1,16,rightAnkle,[510.60898173 365.50179601],0.015060395002365112
./images/skate_park_venice.jpg,0,0,nose,[ 46.5867548 237.4205145],0.5185181498527527
./images/skate_park_venice.jpg,0,1,leftEye,[ 44.91844797 239.86274802],0.6744727492332458
./images/skate_park_venice.jpg,0,2,rightEye,[ 44.82153273 241.35239504],0.6637174487113953
./images/skate_park_venice.jpg,0,3,leftEar,[ 45.47711158 239.48295922],0.5301942229270935
./images/skate_park_venice.jpg,0,4,rightEar,[ 45.11971092 240.17091272],0.481503963470459
./images/skate_park_venice.jpg,0,5,leftShoulder,[ 52.46634483 239.14154516],0.8983592391014099
./images/skate_park_venice.jpg,0,6,rightShoulder,[ 52.6908555  241.17018507],0.9053720831871033
./images/skate_park_venice.jpg,0,7,leftElbow,[ 66.3010397 230.85532  ],0.928679347038269
./images/skate_park_venice.jpg,0,8,rightElbow,[ 65.34700859 239.09454888],0.8949102163314819
./images/skate_park_venice.jpg,0,9,leftWrist,[ 76.41034889 230.6596514 ],0.8466130495071411
./images/skate_park_venice.jpg,0,10,rightWrist,[ 75.808918  241.3352448],0.7966837286949158
./images/skate_park_venice.jpg,0,11,leftHip,[ 78.70563698 239.77561895],0.9727393984794617
./images/skate_park_venice.jpg,0,12,rightHip,[ 79.13726413 239.56977081],0.9667757749557495
./images/skate_park_venice.jpg,0,13,leftKnee,[ 96.99819946 242.52617591],0.7348905205726624
./images/skate_park_venice.jpg,0,14,rightKnee,[ 97.03547037 240.60706954],0.9509634971618652
./images/skate_park_venice.jpg,0,15,leftAnkle,[114.83722115 248.18763598],0.9253771901130676
./images/skate_park_venice.jpg,0,16,rightAnkle,[114.65297174 245.41218716],0.906435489654541
./images/skate_park_venice.jpg,1,0,nose,[ 59.06943941 -17.12745457],0.05418546125292778
./images/skate_park_venice.jpg,1,1,leftEye,[48.41270083 -8.28242927],0.1517830491065979
./images/skate_park_venice.jpg,1,2,rightEye,[51.95728016  0.41893574],0.02495530992746353
./images/skate_park_venice.jpg,1,3,leftEar,[59.29760075 -6.6082957 ],0.6042323112487793
./images/skate_park_venice.jpg,1,4,rightEar,[57.02528858 12.04756082],0.4676966965198517
./images/skate_park_venice.jpg,1,5,leftShoulder,[106.89177704   7.8682972 ],0.018897516652941704
./images/skate_park_venice.jpg,1,6,rightShoulder,[97.09042454  4.909687  ],0.5295620560646057
./images/skate_park_venice.jpg,1,7,leftElbow,[191.94296053  37.13180639],0.931801974773407
./images/skate_park_venice.jpg,1,8,rightElbow,[187.55144691  54.40979221],0.08904664218425751
./images/skate_park_venice.jpg,1,9,leftWrist,[267.7811718   34.13148756],0.6383729577064514
./images/skate_park_venice.jpg,1,10,rightWrist,[267.77100945  34.49540611],0.23083046078681946
./images/skate_park_venice.jpg,1,11,leftHip,[238.33610034  88.73077901],0.026105577126145363
./images/skate_park_venice.jpg,1,12,rightHip,[241.62997687  90.6151889 ],0.06767578423023224
./images/skate_park_venice.jpg,1,13,leftKnee,[350.0571456 109.5969861],0.39157527685165405
./images/skate_park_venice.jpg,1,14,rightKnee,[348.083992   110.13009733],0.5243688225746155
./images/skate_park_venice.jpg,1,15,leftAnkle,[406.82485437 191.94904297],0.040236812084913254
./images/skate_park_venice.jpg,1,16,rightAnkle,[406.56579638 190.12605405],0.04739806801080704
./images/looking_at_computer.jpg,0,0,nose,[239.64419955 224.23578434],0.9987713694572449
./images/looking_at_computer.jpg,0,1,leftEye,[228.00154591 244.58265543],0.9934646487236023
./images/looking_at_computer.jpg,0,2,rightEye,[219.59586859 216.00614738],0.9874386191368103
./images/looking_at_computer.jpg,0,3,leftEar,[231.79504299 270.52235508],0.7500370740890503
./images/looking_at_computer.jpg,0,4,rightEar,[202.96547508 200.4751873 ],0.43193644285202026
./images/looking_at_computer.jpg,0,5,leftShoulder,[322.33619475 261.01096249],0.7977246642112732
./images/looking_at_computer.jpg,0,6,rightShoulder,[254.71036911 145.53737736],0.09724248945713043
./images/looking_at_computer.jpg,0,7,leftElbow,[427.4926157  227.43802643],0.06298545002937317
./images/looking_at_computer.jpg,0,8,rightElbow,[336.15933326  72.12598133],0.9623454213142395
./images/looking_at_computer.jpg,0,9,leftWrist,[390.06971741 180.80702972],0.014345663599669933
./images/looking_at_computer.jpg,0,10,rightWrist,[396.57209563 108.54782581],0.5867483019828796
./images/looking_at_computer.jpg,0,11,leftHip,[462.86359954 178.85228324],0.02507551573216915
./images/looking_at_computer.jpg,0,12,rightHip,[426.60664701 109.66909313],0.130772203207016
./images/looking_at_computer.jpg,0,13,leftKnee,[478.86330509 161.77436078],0.013139795511960983
./images/looking_at_computer.jpg,0,14,rightKnee,[465.31704998 108.72150469],0.01188206858932972
./images/looking_at_computer.jpg,0,15,leftAnkle,[509.56656981 180.04961729],0.011216587387025356
./images/looking_at_computer.jpg,0,16,rightAnkle,[513.95725226 105.85830879],0.0008721506455913186
./images/skate_park.jpg,0,0,nose,[185.47374821 296.3901072 ],0.9864546060562134
./images/skate_park.jpg,0,1,leftEye,[179.15531731 303.10049457],0.9772626757621765
./images/skate_park.jpg,0,2,rightEye,[180.23193216 292.72077417],0.9695767164230347
./images/skate_park.jpg,0,3,leftEar,[179.94375229 316.6984584 ],0.9102129340171814
./images/skate_park.jpg,0,4,rightEar,[182.34351063 286.71996728],0.5775039196014404
./images/skate_park.jpg,0,5,leftShoulder,[210.86281562 332.56642185],0.9974476099014282
./images/skate_park.jpg,0,6,rightShoulder,[206.50884151 283.09405201],0.14176440238952637
./images/skate_park.jpg,0,7,leftElbow,[246.22421265 349.39248041],0.9639226198196411
./images/skate_park.jpg,0,8,rightElbow,[239.53738117 258.96013139],0.5417574644088745
./images/skate_park.jpg,0,9,leftWrist,[279.74452209 349.64179148],0.6656832098960876
./images/skate_park.jpg,0,10,rightWrist,[271.25182629 256.2134585 ],0.6756473183631897
./images/skate_park.jpg,0,11,leftHip,[287.21167564 329.06109894],0.8164618015289307
./images/skate_park.jpg,0,12,rightHip,[291.98564053 278.73582531],0.8015414476394653
./images/skate_park.jpg,0,13,leftKnee,[332.54309511 319.16315187],0.9809884428977966
./images/skate_park.jpg,0,14,rightKnee,[337.43830872 280.51763602],0.45870649814605713
./images/skate_park.jpg,0,15,leftAnkle,[381.06754589 316.39475407],0.8570853471755981
./images/skate_park.jpg,0,16,rightAnkle,[384.77396953 275.08735635],0.4556148648262024
./images/skate_park.jpg,1,0,nose,[ 97.58909476 475.84165505],0.9969488978385925
./images/skate_park.jpg,1,1,leftEye,[ 91.59127522 482.71181238],0.9957531690597534
./images/skate_park.jpg,1,2,rightEye,[ 92.55872989 472.37582052],0.9830841422080994
./images/skate_park.jpg,1,3,leftEar,[ 95.63740614 500.50686534],0.9723134636878967
./images/skate_park.jpg,1,4,rightEar,[ 99.24457026 470.14502954],0.17729902267456055
./images/skate_park.jpg,1,5,leftShoulder,[136.11437607 514.4214504 ],0.9896823763847351
./images/skate_park.jpg,1,6,rightShoulder,[137.41923237 468.09007461],0.9875332117080688
./images/skate_park.jpg,1,7,leftElbow,[191.01202297 517.7484273 ],0.7063127160072327
./images/skate_park.jpg,1,8,rightElbow,[188.87288284 463.80528041],0.710261344909668
./images/skate_park.jpg,1,9,leftWrist,[227.36915588 502.57777864],0.9215189218521118
./images/skate_park.jpg,1,10,rightWrist,[235.79767418 452.50562626],0.27282360196113586
./images/skate_park.jpg,1,11,leftHip,[237.57828617 499.55605498],0.5146914720535278
./images/skate_park.jpg,1,12,rightHip,[236.4233017  462.30435302],0.5645151138305664
./images/skate_park.jpg,1,13,leftKnee,[308.73886299 496.44644847],0.9338000416755676
./images/skate_park.jpg,1,14,rightKnee,[313.48986673 446.23663581],0.39189791679382324
./images/skate_park.jpg,1,15,leftAnkle,[376.90826511 502.54066907],0.8623521327972412
./images/skate_park.jpg,1,16,rightAnkle,[372.27797508 474.28044593],0.659548819065094
./images/skate_park.jpg,2,0,nose,[172.41687489  48.57347049],0.6971404552459717
./images/skate_park.jpg,2,1,leftEye,[169.56351042  52.2752778 ],0.9275233149528503
./images/skate_park.jpg,2,2,rightEye,[169.01653624  48.29650715],0.948614776134491
./images/skate_park.jpg,2,3,leftEar,[170.48853588  52.13118911],0.7849198579788208
./images/skate_park.jpg,2,4,rightEar,[169.86501837  42.28184775],0.8906058669090271
./images/skate_park.jpg,2,5,leftShoulder,[189.48152447  49.52409907],0.8994886875152588
./images/skate_park.jpg,2,6,rightShoulder,[187.71444988  30.65294465],0.9936153888702393
./images/skate_park.jpg,2,7,leftElbow,[211.87727547  59.79014134],0.7427154183387756
./images/skate_park.jpg,2,8,rightElbow,[209.93852997  23.94399786],0.7196838855743408
./images/skate_park.jpg,2,9,leftWrist,[223.8386104   49.05067799],0.9533510208129883
./images/skate_park.jpg,2,10,rightWrist,[218.6144824   31.47969472],0.9206889867782593
./images/skate_park.jpg,2,11,leftHip,[231.82981205  52.72890626],0.9521135687828064
./images/skate_park.jpg,2,12,rightHip,[233.93471289  34.25833972],0.9938291907310486
./images/skate_park.jpg,2,13,leftKnee,[265.55840302  48.30183052],0.977218508720398
./images/skate_park.jpg,2,14,rightKnee,[268.51753807  33.16436418],0.9779897332191467
./images/skate_park.jpg,2,15,leftAnkle,[307.10325122  50.59013648],0.9514750838279724
./images/skate_park.jpg,2,16,rightAnkle,[306.20276618  30.23279569],0.9749233722686768
./images/skate_park.jpg,3,0,nose,[143.98117034 216.32099348],0.9891964197158813
./images/skate_park.jpg,3,1,leftEye,[139.8876853  221.11191768],0.8931355476379395
./images/skate_park.jpg,3,2,rightEye,[139.48943233 215.89525608],0.9536580443382263
./images/skate_park.jpg,3,3,leftEar,[143.25413871 223.1691862 ],0.2697663903236389
./images/skate_park.jpg,3,4,rightEar,[138.84303951 208.23295745],0.8878365159034729
./images/skate_park.jpg,3,5,leftShoulder,[158.85487366 214.16584109],0.6449822783470154
./images/skate_park.jpg,3,6,rightShoulder,[160.71765316 197.76302216],0.9919518232345581
./images/skate_park.jpg,3,7,leftElbow,[173.7587328  224.10286111],0.5290573835372925
./images/skate_park.jpg,3,8,rightElbow,[168.13980293 208.11836879],0.8803658485412598
./images/skate_park.jpg,3,9,leftWrist,[170.74917126 231.07106224],0.7886310815811157
./images/skate_park.jpg,3,10,rightWrist,[175.40209579 223.63456193],0.6862895488739014
./images/skate_park.jpg,3,11,leftHip,[218.92570305 195.6926528 ],0.6575675010681152
./images/skate_park.jpg,3,12,rightHip,[218.4618187  194.97741413],0.6054039597511292
./images/skate_park.jpg,3,13,leftKnee,[259.73764157 183.58604263],0.7794322967529297
./images/skate_park.jpg,3,14,rightKnee,[259.78846955 183.81625355],0.8248110413551331
./images/skate_park.jpg,3,15,leftAnkle,[296.64260864 181.04706349],0.7798804044723511
./images/skate_park.jpg,3,16,rightAnkle,[301.00636911 193.06401829],0.43299001455307007
./images/skate_park.jpg,4,0,nose,[321.26817381 202.52172338],0.08976495265960693
./images/skate_park.jpg,4,1,leftEye,[318.12948751 205.49965878],0.19567133486270905
./images/skate_park.jpg,4,2,rightEye,[317.28564215 210.57634812],0.3074394464492798
./images/skate_park.jpg,4,3,leftEar,[324.52916145 192.9786897 ],0.45749467611312866
./images/skate_park.jpg,4,4,rightEar,[323.59003639 210.58513616],0.8953370451927185
./images/skate_park.jpg,4,5,leftShoulder,[351.50117084 178.25298083],0.9918447136878967
./images/skate_park.jpg,4,6,rightShoulder,[351.46766299 214.09347281],0.38941270112991333
./images/skate_park.jpg,4,7,leftElbow,[390.01672602 157.31925887],0.9781773090362549
./images/skate_park.jpg,4,8,rightElbow,[384.29710439 219.75561169],0.1296926736831665
./images/skate_park.jpg,4,9,leftWrist,[410.82982206 168.94139739],0.15561160445213318
./images/skate_park.jpg,4,10,rightWrist,[398.87630737 212.11888373],0.04752626270055771
./images/skate_park.jpg,4,11,leftHip,[437.39183903 187.990864  ],0.8842474818229675
./images/skate_park.jpg,4,12,rightHip,[437.41422892 216.18438996],0.9647082686424255
./images/skate_park.jpg,4,13,leftKnee,[492.29999709 176.87363216],0.435188353061676
./images/skate_park.jpg,4,14,rightKnee,[491.89521646 217.99336601],0.49579256772994995
./images/skate_park.jpg,4,15,leftAnkle,[519.64648676 172.4981772 ],0.07175227999687195
./images/skate_park.jpg,4,16,rightAnkle,[517.08187962 220.83580629],0.11210261285305023
./images/skate_park.jpg,5,0,nose,[158.38823795 119.50061414],0.6120297908782959
./images/skate_park.jpg,5,1,leftEye,[153.20138645 124.26045627],0.8267302513122559
./images/skate_park.jpg,5,2,rightEye,[153.928967   123.92757617],0.25405561923980713
./images/skate_park.jpg,5,3,leftEar,[157.12140751 128.53691016],0.8999614119529724
./images/skate_park.jpg,5,4,rightEar,[157.47387147 133.32535828],0.320410817861557
./images/skate_park.jpg,5,5,leftShoulder,[174.29595852 126.73905622],0.9234515428543091
./images/skate_park.jpg,5,6,rightShoulder,[172.75340557 144.3608938 ],0.9532762765884399
./images/skate_park.jpg,5,7,leftElbow,[198.46445179 128.42693992],0.8479413986206055
./images/skate_park.jpg,5,8,rightElbow,[197.3072629  148.30773152],0.7748914957046509
./images/skate_park.jpg,5,9,leftWrist,[212.42216873 118.7975308 ],0.9029032588005066
./images/skate_park.jpg,5,10,rightWrist,[210.02506614 136.66668873],0.7491899728775024
./images/skate_park.jpg,5,11,leftHip,[221.09822226 133.26976583],0.9909546971321106
./images/skate_park.jpg,5,12,rightHip,[221.35998821 143.43856168],0.9814478158950806
./images/skate_park.jpg,5,13,leftKnee,[260.68089294 122.87419145],0.9777076840400696
./images/skate_park.jpg,5,14,rightKnee,[259.13517189 140.49009291],0.9583694934844971
./images/skate_park.jpg,5,15,leftAnkle,[300.08111691 122.5357081 ],0.7340660095214844
./images/skate_park.jpg,5,16,rightAnkle,[304.57103741 133.54221848],0.805352509021759
